freq,c_dest,purpose,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	23802347 	24974516 	63304942 	81979583 e
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	577379 	335920 	1198400 	1449391 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	3714725 	2591007 	7543289 	10343452 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	201148 	321939 	562474 	771067 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	463064 	645289 	983208 	1208495 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	1122960 	1092321 	3321148 	4298016 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1074297 	922263 	2988913 	3438718 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	209303 	242389 	679151 	762897 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	139156 	186703 	424917 	505452 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	92977 u	126077 	322581 	492428 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	49830 	153969 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	66383 	54122 	125868 	171609 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1503428 	1344778 	4856846 	5365877 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	265506 	1687084 	1201335 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	1118172 	1201804 	2499202 	3184060 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	205076 	170887 	627055 	735356 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	42373 u	119381 	202728 	297475 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1379223 	1679916 	2957551 	: 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	87241 u	369239 	575110 	997847 
A,NEU27_2020_FOR,TOTAL,N_GE1,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	97677 u	108931 u	415433 	774666 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	56606 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	502396 	731746 	1774631 	2515146 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	650792 	778794 	1837167 	2127630 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	51756 u	61484 u	238841 	208484 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	804646 	890246 	1436088 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	130323 	91398 u	305121 	384946 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	125726 u	505866 	1304330 	1417653 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	5294570 	7159987 	16607966 	24026332 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	827601 	406548 	1180469 	1350089 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	14508484 	16011119 	43128421 	56948218 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	118890 	149681 	247183 	334844 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	114310 	126917 	344837 	355202 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1090276 	1316631 	3855119 	4812819 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	17765635 	19745704 	51255369 	66414750 e
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	477155 	252431 	1079251 	1148280 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2689014 	1795453 	6087577 	8085423 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	81094 	168898 	257601 	343459 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	254388 	344634 	614188 	814056 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	520749 	504422 	1414680 	1849215 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	965466 	769373 	2568035 	2862467 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	158922 	209694 	556280 	639990 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	109258 	152864 	339473 	400692 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	72829 u	118640 	259050 	414856 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	32500 	100031 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	45435 	41194 	105337 	131555 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1192653 	1177867 	4209970 	4620969 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	213956 	1377290 	900542 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	961981 	1126230 	2311984 	2939512 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	144420 	154558 	539309 	629355 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	30468 u	111637 	175587 	294680 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1005233 	1178185 	2301548 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	68115 u	223545 	352722 	563427 
A,NEU27_2020_FOR,TOTAL,N_GE4,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	87026 u	387113 	701612 
A,WORLD,PER,N1-3,NR,AL	: 	: 	: 	: 	: 	2689813 	: 	3100299 	1985343 	: 	: 	: 
A,WORLD,PER,N1-3,NR,AT	8595366 	9038213 	9559279 	9184641 	10100129 	9985891 	10648099 	11323859 	7640449 	8776704 	13963868 	14415769 
A,WORLD,PER,N1-3,NR,BE	3646602 	4295129 	4320681 	5268669 	5442459 	5673199 b	6206788 	6707869 	3703299 	5354465 	6794582 	7355129 
A,WORLD,PER,N1-3,NR,BG	2076532 b	2039729 	2045795 	1555242 	1746019 	2915297 	2619509 	2551899 	1267891 	1735923 	2165835 	2353394 
A,WORLD,PER,N1-3,NR,CH	7129625 	8436917 	7637876 	8419555 	7775806 	8597763 	8417340 	7699653 	5690444 	5883697 	7061064 	: 
A,WORLD,PER,N1-3,NR,CY	1232492 b	1051445 	1111090 	1239566 	1297550 	1402370 	1584786 	1666675 	1533144 	1662887 	1607373 	1594957 
A,WORLD,PER,N1-3,NR,CZ	19679409 	18326261 	19708974 	17441143 	18977831 	21390393 	20301161 	19970288 	13360538 	14989829 	18773218 	14594810 
A,WORLD,PER,N1-3,NR,DE	98784720 	102251230 	94029597 	104888560 	104198690 	93988468 	101447632 	101923223 	64842757 	79678873 	82302228 	94834922 
A,WORLD,PER,N1-3,NR,DK	18870153 	21570785 b	22110771 	22214379 	19908207 	15818637 	7586594 	15093224 	12813652 	9549761 	9776544 	9437751 
A,WORLD,PER,N1-3,NR,EA20	414690152 	406378158 	400240998 	406663181 	415543703 	428392090 	442290250 	440427151 	278493968 	360127779 	411712713 	440694056 
A,WORLD,PER,N1-3,NR,EE	1813285 	1781794 	2533287 	2515832 	2992551 	3018772 	4330497 	3314333 	1897061 	1913134 	2529353 	3067022 
A,WORLD,PER,N1-3,NR,EL	2749255 	1425062 	1693928 	1579747 	1433087 	1570122 	1680329 	1457995 	1215529 	1285040 	1777167 	1613668 
A,WORLD,PER,N1-3,NR,ES	86453206 	84614036 	83086699 	91367973 b	95850185 	102557523 	103008059 	101263206 	52366050 	75290066 	89089665 	92031450 
A,WORLD,PER,N1-3,NR,EU27_2020	523580999 e	514185889 e	510286914 	517889042 	528680409 	545683144 	550150209 	556757963 	375782734 	464831772 	534387983 	564601297 e
A,WORLD,PER,N1-3,NR,FI	25020682 b	24801381 	23460842 	24042202 	24184077 	24956040 	23410189 	22844415 	15440571 	20287639 	18947677 	17872110 
A,WORLD,PER,N1-3,NR,FR	105949227 	104653851 	105556338 	93780902 	91863468 	105328361 	103640594 	104615656 	79782502 	102691073 	116030426 	125716060 
A,WORLD,PER,N1-3,NR,HR	4082385 	4190195 	3890091 	2778748 	1959133 	1991587 	2191826 	2748797 	1457580 	1751663 	2045876 	2618915 
A,WORLD,PER,N1-3,NR,HU	11822319 	9961409 	11033501 	11542092 	11700993 	12043639 	11956832 	12175405 	6524124 	7156127 	9941325 	9983944 
A,WORLD,PER,N1-3,NR,IE	6430330 	6467195 	6790316 	6985478 	7228071 	8012920 	9088162 	9425024 	5257325 	3877531 	10685726 	10849933 
A,WORLD,PER,N1-3,NR,IT	26286323 	19997694 	22134614 b	21392604 	25424548 	24060688 	29007244 	24704083 	13395761 	12637620 	18212942 	16791244 
A,WORLD,PER,N1-3,NR,LT	2238041 	2221233 	2289727 	2339706 	2277168 	2250528 	2380047 	2563132 	1915471 	2495724 	3081135 	3369638 
A,WORLD,PER,N1-3,NR,LU	514979 	539578 	623587 	564541 	465197 	718325 	788572 	844277 	557927 	672855 	965165 	1131431 
A,WORLD,PER,N1-3,NR,LV	3772198 	3099854 	3144005 	3043094 	3223912 	3084980 	2803886 	2681372 	1271013 	2171560 	2977502 	3106175 
A,WORLD,PER,N1-3,NR,ME	: 	: 	: 	: 	723346 	706158 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	182440 	169529 	195017 	: 	: 
A,WORLD,PER,N1-3,NR,MT	212476 	223461 	222967 b	233611 	331509 	313070 	320405 	333649 	331023 	356607 	422290 	533439 
A,WORLD,PER,N1-3,NR,NL	23134196 b	20988168 	20435230 	19620751 	19751760 	20136993 	19193286 	19959513 	13923529 	23597452 	19211353 	20337526 
A,WORLD,PER,N1-3,NR,NO	: 	8604374 	10462995 	9714487 	9502715 	9848941 	13987942 	: 	: 	13099708 	14836593 	14466012 
A,WORLD,PER,N1-3,NR,PL	25254782 	24455021 	24050453 b	25071994 	27279217 	28679723 	29675992 	30851597 	22591383 	26661090 	30548694 	31569721 
A,WORLD,PER,N1-3,NR,PT	8961655 	9074999 	9293124 	9796315 	10258475 	11165181 	11609275 	12745557 	7392833 	8835191 	11829850 	12475913 
A,WORLD,PER,N1-3,NR,RO	9704733 	10401100 	10331810 	10146026 	10597470 	11147282 	11137093 	11140527 	7040897 	10481676 	10894022 	12914818 
A,WORLD,PER,N1-3,NR,RS	: 	: 	: 	: 	: 	: 	723867 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,NR,SE	: 	: 	20764611 	23254985 	22926968 	25296084 	24582777 	24547873 	33690280 	34129588 	40575632 	: 
A,WORLD,PER,N1-3,NR,SI	2490441 	2676826 	2579844 	2225445 	2322693 	2693797 	2754087 	2567170 	1221732 	3167566 	3122681 	4437424 
A,WORLD,PER,N1-3,NR,SK	2322293 	2986815 b	3485754 	3814796 	4939045 	5483276 	6196486 	6737347 	3348412 	3624130 	6115853 	6541330 
A,WORLD,PER,N1-3,NR,UK	73161030 	72245586 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N15-28,NR,AL	: 	: 	: 	: 	: 	164596 	: 	155437 	31326 	: 	: 	: 
A,WORLD,PER,N15-28,NR,AT	553202 	656956 	613663 	598993 	630661 	595414 	588803 	672023 	287155 	438104 	798700 	983759 
A,WORLD,PER,N15-28,NR,BE	847647 	1024416 	1022830 	1072719 	1074699 	894859 b	1197400 	1211158 	742957 	931941 	1282187 	1481182 
A,WORLD,PER,N15-28,NR,BG	38232 bu	101229 	55867 u	38569 u	38924 u	49755 u	52597 u	64505 u	36180 u	36563 u	: u	49519 u
A,WORLD,PER,N15-28,NR,CH	1220791 	1352446 	1181835 	1358425 	1350570 	1418421 	1776893 	1482768 	811198 	800376 	1316084 	: 
A,WORLD,PER,N15-28,NR,CY	124220 b	138936 	169287 	107740 	117670 	110629 	99771 	106030 	71258 	53882 u	107232 u	86686 
A,WORLD,PER,N15-28,NR,CZ	674854 	660803 	682579 	575378 	586473 	707520 	702454 	702279 	548065 	578419 	665072 	517873 
A,WORLD,PER,N15-28,NR,DE	7230172 	9326289 	8723187 	8243521 	8993754 	8623670 	11119844 	12036390 	4789807 	6776095 	10496440 	9981061 
A,WORLD,PER,N15-28,NR,DK	564840 	541482 b	718428 	471881 	568374 	549016 	527184 	847907 	459644 	303613 	408156 	561227 
A,WORLD,PER,N15-28,NR,EA20	37028061 	38542902 	37475613 	35915310 	36282488 	36082966 	39899971 	40325078 	23317707 	28928996 	37134483 	37330339 
A,WORLD,PER,N15-28,NR,EE	: u	50678 	45598 	44438 u	43574 u	56038 u	90332 	66152 u	28362 u	42372 u	42048 u	62530 u
A,WORLD,PER,N15-28,NR,EL	630237 	607894 	697860 	610543 	625813 	701964 	660532 	634300 	664116 	597941 	698487 	642189 
A,WORLD,PER,N15-28,NR,ES	4859947 	4817235 	4551890 	4411257 b	4529982 	4472994 	4168080 	4367080 	2911890 	3534900 	4195865 	4371861 
A,WORLD,PER,N15-28,NR,EU27_2020	41000995 e	42155290 e	41870902 	39958760 	40726184 	41676810 	45221961 	45992800 	26633167 	32349660 	42345039 	42790657 e
A,WORLD,PER,N15-28,NR,FI	430084 b	523460 	385704 	459145 	474731 	477051 	474897 	772274 	622475 	607206 	972865 	666879 
A,WORLD,PER,N15-28,NR,FR	13419463 	12963122 	13043022 	11510610 	11462694 	11707911 	11698109 	10561031 	7876191 	8809601 	9598929 	10324633 
A,WORLD,PER,N15-28,NR,HR	340768 	328820 	225839 	307056 	151142 	181887 	143584 	193222 	116795 	148224 	159100 	207754 
A,WORLD,PER,N15-28,NR,HU	214460 	189893 	215067 	162938 	169406 	139460 	135011 	231321 	104942 	100953 	84821 	93019 
A,WORLD,PER,N15-28,NR,IE	486748 	410813 	625624 	554345 	471742 	383642 	525802 	538836 	187822 	202633 	353354 	409241 
A,WORLD,PER,N15-28,NR,IT	3551174 	3216858 	3016325 b	3733710 	3241856 	3137353 	4351260 	4300795 	2511178 	3079396 	3675781 	3168255 
A,WORLD,PER,N15-28,NR,LT	81501 	86994 	62980 	74689 	110644 	95108 	108008 	93606 	43292 	26797 	89092 	101082 
A,WORLD,PER,N15-28,NR,LU	94646 	109868 	110665 	97095 	108538 	191649 	156924 	145812 	130277 	160323 	227666 	255685 
A,WORLD,PER,N15-28,NR,LV	97392 	97608 	98393 u	45833 u	76040 u	79268 u	27389 u	36908 u	58001 u	45094 u	66821 	76333 
A,WORLD,PER,N15-28,NR,ME	: 	: 	: 	: 	60331 	44674 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N15-28,NR,MK	: 	: 	: 	: 	: 	: 	: 	19200 u	: u	: u	: 	: 
A,WORLD,PER,N15-28,NR,MT	17161 	15310 	13022 bu	11930 u	12463 	20507 	18016 	20094 	: u	7283 u	13799 u	19592 
A,WORLD,PER,N15-28,NR,NL	3428245 b	3438936 	3360856 	3288492 	3478796 	3587061 	3673630 	3704743 	1661916 	2745240 	3649989 	3633384 
A,WORLD,PER,N15-28,NR,NO	: 	618750 	738801 	710063 	699699 	715546 	817028 	: 	: 	633925 	810557 	844441 
A,WORLD,PER,N15-28,NR,PL	1281475 	950876 	1556948 b	1696452 	1918094 	1901247 	1879575 	1881273 	1014709 	1236285 	1914381 	1998975 
A,WORLD,PER,N15-28,NR,PT	458882 	589616 	439744 	457432 	388368 	495946 	501193 	493059 	444300 	525628 	431217 	493065 
A,WORLD,PER,N15-28,NR,RO	259944 	247751 	258672 	187164 	148132 	192624 	121118 	161510 	83932 	126142 	134326 	132757 
A,WORLD,PER,N15-28,NR,RS	: 	: 	: 	: 	: 	: 	59494 u	: 	: 	: 	: 	: 
A,WORLD,PER,N15-28,NR,SE	: 	: 	907727 	911067 	1014293 	2054222 	1904051 	1778927 	1067989 	1038689 	1985717 	: 
A,WORLD,PER,N15-28,NR,SI	91941 	74132 	81708 	77044 	102396 	78273 	89433 	92018 	58198 u	89771 	110243 	132986 
A,WORLD,PER,N15-28,NR,SK	228553 	64960 bu	187417 u	208720 u	186924 u	191744 u	206964 	279547 	105949 u	106565 	164668 u	232182 
A,WORLD,PER,N15-28,NR,UK	6086134 	6445571 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N29-91,NR,AL	: 	: 	: 	: 	: 	150682 	: 	181879 	107631 	: 	: 	: 
A,WORLD,PER,N29-91,NR,AT	118687 u	110135 u	158800 	184591 	171208 	184584 	166503 	165865 	67424 u	107248 u	155954 	269141 
A,WORLD,PER,N29-91,NR,BE	113315 	293715 	221869 	320265 	270763 	285733 b	366925 	289583 	165250 	392721 	346109 	421185 
A,WORLD,PER,N29-91,NR,BG	32359 bu	48646 u	29463 u	: u	: u	: u	39950 u	35548 u	24052 u	: u	22612 u	: u
A,WORLD,PER,N29-91,NR,CH	344932 	332894 	262188 	276737 	329715 	445640 	313662 	401258 	226289 u	165610 u	398118 	: 
A,WORLD,PER,N29-91,NR,CY	71001 b	87451 	73196 	59596 	82443 	83307 	73298 u	65875 u	38123 u	: u	: u	56537 
A,WORLD,PER,N29-91,NR,CZ	136955 u	152210 	173328 	136852 u	135356 u	106521 u	72454 u	175217 	152646 u	192919 	100108 u	140045 u
A,WORLD,PER,N29-91,NR,DE	1449604 	2071322 	2183647 	1936493 	1688685 	1909383 	2055496 	2069766 	1613218 	1137680 u	1558775 	2306263 
A,WORLD,PER,N29-91,NR,DK	177777 	140561 bu	204366 	192245 	189335 	156977 u	182488 u	219723 	148368 u	: u	139690 u	134888 u
A,WORLD,PER,N29-91,NR,EA20	11137210 	12261181 	11279261 	10015100 	9343571 	9082203 	9078709 	9045220 	7136038 	7440094 	8725849 	10004110 
A,WORLD,PER,N29-91,NR,EE	: u	18675 u	24721 u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,WORLD,PER,N29-91,NR,EL	276026 	393123 	412720 	380929 	370070 	370611 	398659 	467080 	436325 	389269 	378326 	386828 
A,WORLD,PER,N29-91,NR,ES	3067521 	3168356 	2888641 	2093905 b	2178041 	2140479 	1987563 	1892335 	1912606 	2038654 	2204317 	2145042 
A,WORLD,PER,N29-91,NR,EU27_2020	12520919 e	13344884 e	12986146 	11571152 	11104291 	11240748 	10967497 	11065827 	8560543 	8853694 	10493651 	11614460 e
A,WORLD,PER,N29-91,NR,FI	105925 bu	150927 	145252 u	150744 u	163379 u	148406 u	165342 u	241989 	234324 	187297 u	212624 	290998 
A,WORLD,PER,N29-91,NR,FR	2768017 	2768343 	2820194 	2629695 	2521484 	1805346 	1953303 	1799697 	1424454 	1343128 	1189006 	1660378 
A,WORLD,PER,N29-91,NR,HR	124335 	182886 	156846 	137694 	99539 	109868 	103368 	97992 	94281 	115321 	96518 	126268 
A,WORLD,PER,N29-91,NR,HU	51034 	61060 	71876 	76897 	78821 	49418 	55763 	91123 	56061 	33703 	60402 	83981 
A,WORLD,PER,N29-91,NR,IE	158697 	134044 	142460 	119452 	125119 	103149 	94519 	120650 	41889 	: u	155801 	: u
A,WORLD,PER,N29-91,NR,IT	1537072 	1514510 	886140 bu	809241 u	: u	518293 u	: u	376034 u	304898 u	558406 u	669175 	422793 u
A,WORLD,PER,N29-91,NR,LT	34448 	67080 	35389 	36529 	41584 	35451 	26183 	38317 	14922 	9855 	6265 u	21776 
A,WORLD,PER,N29-91,NR,LU	36766 	24217 	25128 	23024 	21925 	45802 	40330 	41307 	39206 	58295 	67937 	56613 
A,WORLD,PER,N29-91,NR,LV	: u	39702 u	: u	: u	69545 u	: u	: u	: u	: u	43760 u	56024 u	44019 u
A,WORLD,PER,N29-91,NR,ME	: 	: 	: 	: 	36255 u	20819 u	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N29-91,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,WORLD,PER,N29-91,NR,MT	8530 	8878 	: u	: u	7760 u	6072 u	6818 u	5309 u	: u	7228 u	7938 u	7580 u
A,WORLD,PER,N29-91,NR,NL	959910 b	860293 	799387 	886446 	871306 	1063082 	1039878 	1065749 	445311 	722140 	1333893 	1460666 
A,WORLD,PER,N29-91,NR,NO	: 	173182 	355218 	162578 u	266980 	281289 	215218 	: 	: 	247765 	306747 	255230 
A,WORLD,PER,N29-91,NR,PL	516207 	228436 	775549 b	732993 	817283 	1023252 	890486 	986205 	735315 	701228 	951334 	708290 
A,WORLD,PER,N29-91,NR,PT	154546 	315090 	189558 	121232 	145591 	160373 	156608 	198547 	229003 	207479 	188261 	185260 
A,WORLD,PER,N29-91,NR,RO	95743 	86625 	91162 	58544 	48440 	88419 	62335 	68994 	41251 u	54215 	: u	: u
A,WORLD,PER,N29-91,NR,RS	: 	: 	: 	: 	: 	: 	44713 u	: 	: 	: 	: 	: 
A,WORLD,PER,N29-91,NR,SE	: 	: 	361142 	338814 	474650 	715000 	585312 	443796 	266811 	355157 	490876 u	: 
A,WORLD,PER,N29-91,NR,SI	: u	20492 u	21781 u	32605 u	27601 u	: u	33360 u	: u	: u	15906 u	27738 u	23228 u
A,WORLD,PER,N29-91,NR,SK	: u	: u	: u	: u	: u	: u	58854 u	: u	: u	: u	: u	: u
A,WORLD,PER,N29-91,NR,UK	2376014 	2196780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N4-7,NR,AL	: 	: 	: 	: 	: 	760065 	: 	1233022 	788711 	: 	: 	: 
A,WORLD,PER,N4-7,NR,AT	6769141 	6464800 	6042451 	5959509 	6714492 	6609906 	6803156 	6850534 	3594064 	4987549 	7334638 	8473826 
A,WORLD,PER,N4-7,NR,BE	3388791 	4126635 	3857015 	3905753 	4615039 	4507571 b	4840026 	5436874 	2602576 	3343059 	5351683 	5373314 
A,WORLD,PER,N4-7,NR,BG	974412 b	1228046 	1143492 	1047385 	1320360 	1859365 	1792595 	1712708 	855152 	1141330 	1665790 	1870696 
A,WORLD,PER,N4-7,NR,CH	5493630 	5519972 	5702976 	5634611 	6022101 	6561230 	6319248 	5632112 	3918763 	4271488 	5623109 	: 
A,WORLD,PER,N4-7,NR,CY	622870 b	673296 	630345 	587111 	658594 	724309 	762670 	796776 	336566 	388882 	814355 	957912 
A,WORLD,PER,N4-7,NR,CZ	7975363 	7400581 	8233098 	8065786 	9008350 	9025770 	9257921 	9761062 	6636334 	7335394 	10029597 	9358679 
A,WORLD,PER,N4-7,NR,DE	60725667 	62308679 	59215211 	61486207 	63829400 	63171544 	72316428 	69896239 	37148252 	45568170 	66277477 	73760722 
A,WORLD,PER,N4-7,NR,DK	5186522 	5348402 b	5460937 	5299654 	5109330 	5631892 	5581150 	7249261 	4779933 	3865608 	4541858 	4533008 
A,WORLD,PER,N4-7,NR,EA20	194917374 	194004053 	189340666 	186665991 	194011524 	201197315 	217839788 	216938863 	127031402 	163051337 	212913867 	228962906 
A,WORLD,PER,N4-7,NR,EE	398277 	420136 	473597 	483639 	490987 	502248 	709093 	720704 	333150 	405796 	549673 	700843 
A,WORLD,PER,N4-7,NR,EL	2291370 	1718196 	2129794 	1942317 	1728108 	2313584 	2413540 	2194024 	1393127 	1783506 	2488813 	2750522 
A,WORLD,PER,N4-7,NR,ES	21229256 	20534474 	20206632 	22650697 b	24312503 	25321898 	27196913 	27600898 	13208079 	20783941 	26226327 	29316606 
A,WORLD,PER,N4-7,NR,EU27_2020	237767014 e	236993413 e	234203560 	232571238 	242081343 	258108074 	275868456 	279407504 	168174037 	211100341 	275250707 	293969359 e
A,WORLD,PER,N4-7,NR,FI	6757044 b	6464182 	6645694 	6684103 	6712234 	6708431 	7139782 	6680764 	5094645 	6393924 	6733054 	6722306 
A,WORLD,PER,N4-7,NR,FR	53351884 	54056474 	55355427 	49496774 	48459094 	51565661 	52725291 	51152312 	38780267 	47766624 	55179128 	55863500 
A,WORLD,PER,N4-7,NR,HR	1808576 	2131380 	1684548 	1765444 	1037165 	1197240 	1318482 	1478214 	730958 	1086479 	1170485 	1455798 
A,WORLD,PER,N4-7,NR,HU	4181035 	4001280 	4088839 	4416033 	4404707 	4601597 	5112466 	5274650 	2444708 	2826653 	4262200 	4937435 
A,WORLD,PER,N4-7,NR,IE	2712342 	2859282 	2477082 	2454170 	3122962 	3436505 	3116831 	3934958 	1721681 	1530365 	4156983 	4329605 
A,WORLD,PER,N4-7,NR,IT	16688474 	15174368 	13779267 b	11984180 	14302553 	15444285 	17500406 	17188967 	9225159 	11769640 	14270222 	14785283 
A,WORLD,PER,N4-7,NR,LT	753652 	894584 	888998 	906786 	967226 	1014115 	1144274 	1201829 	514986 	623652 	1135690 	1253557 
A,WORLD,PER,N4-7,NR,LU	451147 	485270 	519368 	508086 	530012 	639479 	687724 	676965 	418029 	546270 	890836 	911439 
A,WORLD,PER,N4-7,NR,LV	592512 	525730 	753013 	600758 	492973 	531990 	634172 	704033 	258941 	379004 	624258 	797354 
A,WORLD,PER,N4-7,NR,ME	: 	: 	: 	: 	431047 	368852 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N4-7,NR,MK	: 	: 	: 	: 	: 	: 	: 	247293 	95075 	186933 	: 	: 
A,WORLD,PER,N4-7,NR,MT	151342 	160597 	200250 b	216700 	240764 	298337 	344549 	364944 	142177 	196451 	368791 	465466 
A,WORLD,PER,N4-7,NR,NL	10595957 b	9972537 	9721993 	9539054 	10090142 	10578875 	10723288 	11386350 	7306111 	9693236 	11456621 	12184302 
