freq,purpose,duration,c_dest,expend,statinfo,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,AL	: 	: 	: 	: 	: 	0 	: 	1.21 	2.81 	: 	: 	: 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,AT	3.36 	4.67 	5.21 	3.25 	3.21 	8.01 	6.55 	6.53 	8.52 	5.06 	13.09 	12.10 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,BE	9.89 	8.97 	5.70 	6.14 	2.28 	3.10 b	2.79 	6.05 	3.72 	2.35 	2.40 	4.09 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,BG	0 b	0 	0 	0 	0 	0 	0 	0 	0.53 	0.94 	0 	0.22 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,CH	: 	: 	2.53 	0.06 	2.41 	1.13 	2.66 	2.39 	11.28 	2.86 	0.29 	: 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,CY	0.88 b	0 	0 	0 	0 	0.40 	0 	0 	0 	0 	0 	0 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,CZ	0 	0.03 	0 	0.15 	0.04 	0.13 	0.79 	0.23 	0 	0.40 	0.07 	0.35 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,DE	9.71 	12.85 	18.46 	11.69 	12.17 	9.17 	3.42 	5.69 	3.75 	0.89 	3.24 	1.78 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,DK	11.85 	22.00 b	22.15 b	20.52 	24.10 	0.24 	0 	7.24 	6.75 	25.52 	4.50 	3.99 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,EA20	3.81 	4.40 	5.16 	4.52 	4.36 	3.16 	2.03 	4.29 	2.07 	1.97 	2.73 	2.35 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,EE	2.20 	5.66 	4.30 	0.07 	0.22 	0 	4.59 	0.74 	1.88 	0.89 	0.32 	0.00 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,EL	25.25 	0.15 	0.41 	0.44 	0.01 	1.32 	0.46 	1.49 	0.67 	0.39 	1.08 	0.26 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,ES	1.00 	0.31 	0.12 	3.37 b	1.98 	1.74 	1.22 	3.23 	1.26 	3.12 	3.04 	2.36 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,EU27_2020	3.91 e	4.80 e	5.23 	4.69 	4.72 	3.38 	1.92 	3.96 	1.96 	2.57 	2.37 	2.06 e
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,FI	4.21 b	5.25 	5.70 	1.65 	6.61 	2.72 	6.81 	16.03 	4.08 	5.02 	2.17 	1.86 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,FR	1.20 b	1.37 	1.29 	1.46 	1.53 	1.34 	1.04 	0.64 	1.24 	1.38 	0.79 	2.80 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,HR	1.94 	0.65 	0 	0 	2.12 	0 	6.75 	1.89 	0 	0.67 	0 	0.40 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,HU	0.14 	0.09 	0.61 	0.15 	0.07 	0.31 	0.39 	0.42 	0.32 	0.06 	1.27 	0.44 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,IE	3.32 	3.67 	3.86 	3.42 	5.21 	4.90 	5.39 	4.31 	6.29 	5.80 	4.96 	2.90 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,IT	0.79 	0 	0.61 b	1.55 	0.61 	0 	0 	15.71 	0 	0 	10.49 	0.29 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,LT	0.21 	0.45 	0.25 	0.62 	0.41 	0.48 	0.53 	0.37 	0.31 	0.28 	0.49 	0.94 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,LU	0 	0 	0 	0 u	13.07 u	11.64 	28.87 	5.46 	6.05 	34.25 	10.86 	0 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,LV	0.29 	0.88 	0.18 	0.35 	0 	0 	0 	0.51 	0 	0 	0.12 	0.12 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,ME	: 	: 	: 	: 	0 	0.12 	: 	: 	: 	: 	: 	: 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,MK	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	: 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,MT	0 	0 	4.69 b	0.18 	0.07 	0.16 	0.89 	0.45 	5.36 	7.34 	2.97 	0.49 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,NL	6.94 b	6.88 	0.06 	0.02 	0.31 	0.10 	0.47 	0.62 	0.07 	1.25 	0.16 	0.15 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,NO	: 	1.16 	0.02 	0 	0.56 	0.15 	3.02 	: 	: 	0 	79.42 	57.98 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,PL	5.22 	4.15 	0.56 b	0.73 	0.34 	0.12 	0.94 	0.32 	0.42 	0.44 	0.90 	0.32 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,PT	0.04 	0.03 	1.42 	3.46 	0.76 	0.72 	1.08 	0.80 	0.19 	1.51 	0.99 	1.10 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,RO	0.02 	0.08 	0.07 	0.09 	0.09 	0.27 	0.35 	0.24 	0.34 	0.01 	0.37 	0.47 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,RS	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,SE	: 	: 	5.31 	5.40 	9.01 	20.45 	4.63 	7.99 	1.81 	6.51 	1.56 	: 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,SI	0.09 	0.02 	0 	0.01 	0.01 	0 	0 	0 	0 	7.76 	8.93 	5.58 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,SK	6.93 	1.83 b	1.66 	1.82 	0.62 	0.55 	0 	0 	0 	0.87 	0.25 	1.19 
A,PER,N1-3,DOM,DUR,AVG_TRP,EUR,UK	: @C	29.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,AL	: 	: 	: 	: 	: 	0 	: 	3413496 	5219404 	: 	: 	: 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,AT	19415457 	29492555 	34949142 	20673367 	22123057 	54191187 	48228497 	51684725 	53604667 	33802984 	124339570 	111461120 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,BE	14728993 	14982489 	8183262 	13730487 	3880168 	6744042 b	6891671 	16836136 	8268067 	8492186 	7965359 	13924612 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,BG	0 b	0 	0 	0 	0 	0 	0 	0 	644252 	1569705 	0 	443854 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,CH	: 	: 	10092096 	227204 	9240488 	4483807 	9919189 	9595040 	45951047 	13050386 	1223598 	: 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,CY	947876 b	0 	0 	0 	0 	466080 	0 	0 	0 	0 	0 	0 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,CZ	0 	529237 	0 	2415739 	704240 	2588161 	14564456 	4122068 	0 	5849708 	1278965 	4530361 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,DE	824564842 	1122291418 	1478471760 	1046586434 	1059636625 	724943210 	282026409 	480408924 	215546434 	62485597 	217940276 	139841259 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,DK	205457001 	422314555 b	432078079 b	400087161 	419275126 	3318582 	0 	89312073 	80957608 	223164582 	38050676 	31652294 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,EA20	1416671280 	1597449608 	1836785508 	1630493876 	1600957586 	1192429386 	780951113 	1651376297 	534197122 	659663560 	988068423 	894708785 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,EE	2978883 	7848995 	8803729 	157600 	577484 	0 	16899029 	2074408 	3261496 	1592518 	683406 	2333 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,EL	67143875 	208673 	647081 	646611 	19898 	1907264 	698066 	1941830 	776797 	481070 	1780719 	385491 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,ES	83124337 	25463973 	9253816 	296628436 b	182735689 	171442917 	119846644 	310099517 	64231760 	229341691 	259759442 	206953362 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,EU27_2020	1844174840 e	2215190337 e	2381980898 	2161005067 	2211728767 	1629837010 	923886365 	1925994913 	687982015 	1116102738 	1125966004 	1018382302 e
A,PER,N1-3,DOM,DUR,TOTAL,EUR,FI	90383040 b	111396073 	114477072 	33806672 	136373827 	57743217 	138035252 	330763919 	60255903 	98647378 	38143051 	28589162 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,FR	121631108 b	136487340 	129291100 	129254522 	133258384 	132584649 	100750705 	62511867 	94996143 	137336079 	86086711 	326440443 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,HR	5860166 	2061763 	0 	0 	2798309 	0 	9333763 	3316952 	0 	1002334 	0 	667864 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,HU	1422114 	738707 	5477775 	1341831 	643880 	2824016 	3353119 	3660314 	1726050 	355407 	10193540 	3457200 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,IE	16549574 	18299810 	20438171 	18488598 	29448621 	29349596 	37075629 	31045212 	28312697 	18833029 	41126939 	22475548 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,IT	18138218 	0 	12004027 b	29250597 	14117604 	0 	0 	339178588 	0 	0 	173536120 	4354560 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,LT	382426 	790258 	465655 	1182067 	736579 	869834 	1012045 	752386 	543960 	643078 	1346206 	2821260 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,LU	0 	0 	0 	0 u	149221 u	262449 	808487 	127934 	673975 	3975855 	1283103 	0 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,LV	937262 	2381947 	482285 	889936 	0 	0 	0 	1108872 	0 	0 	285043 	313024 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,ME	: 	: 	: 	: 	0 	67257 	: 	: 	: 	: 	: 	: 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,MK	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	: 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,MT	0 	0 	778197 b	29709 	18176 	33472 	174264 	84636 	1509590 	2170286 	857141 	175860 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,NL	136316215 b	120602283 	1040942 	348082 	4978740 	1696647 	7130540 	9692870 	825112 	26286731 	2270863 	2163108 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,NO	: 	7587623 	175040 	0 	4235322 	1199705 	35690752 	: 	: 	0 	1018706797 	727321869 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,PL	122923382 	94600762 	12536705 b	17121369 	8581368 	3096695 	26078158 	9199443 	8972169 	11277957 	25938946 	9370786 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,PT	322818 	226430 	12825108 	32764887 	7474945 	7736162 	12040113 	9747523 	1390522 	13086996 	11223367 	12834345 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,RO	171748 	814809 	735158 	945275 	988228 	3021798 	3820348 	2598348 	2370170 	133208 	3931132 	6023294 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,RS	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,SE	: 	: 	94367673 	108599816 	180578339 	422558373 	95119172 	165726369 	59114643 	214088611 	58504322 	: 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,SI	144433 	34540 	0 	10011 	15302 	0 	0 	0 	0 	18694005 	18166234 	15233499 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,SK	13101757 	4881061 b	4674160 	6045860 	2614954 	2458659 	0 	0 	0 	2791742 	1274873 	6071933 
A,PER,N1-3,DOM,DUR,TOTAL,EUR,UK	: @C	1915032732 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	15.67 	20.83 	28.39 	32.67 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,BE	: 	: 	: 	: 	: 	: b	: 	: 	6.67 	6.49 	8.21 	8.07 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,BG	: b	: 	: 	: 	: 	: 	: 	: 	3.32 	2.40 	2.95 	4.26 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.43 	0.70 	: 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,CY	: b	: 	: 	: 	: 	: 	: 	: 	5.85 	7.72 	7.09 	10.23 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	0.19 	0.07 	0.48 	0.57 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	5.75 	7.78 	8.99 	13.02 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,DK	: 	: b	: b	: 	: 	: 	: 	: 	11.89 	16.15 	6.91 	9.67 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,EA20	: 	: 	: 	: 	3.13 	3.13 	3.13 	3.13 	3.13 	3.97 	5.01 	6.46 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	7.42 	8.22 	7.39 	9.10 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	1.09 	2.29 	5.63 	4.60 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,ES	: 	: 	: 	: b	: 	: 	: 	: 	0.63 	1.16 	1.35 	1.50 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,EU27_2020	: 	: 	: 	: 	3.04 	3.04 	3.04 	3.04 	3.04 	3.76 	4.42 	5.69 e
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,FI	: b	: 	: 	: 	: 	: 	: 	: 	0.23 	0.20 	0.58 	0.64 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,FR	: b	: 	: 	: 	: 	: 	: 	: 	3.20 	4.03 	5.56 	6.09 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	0.95 	4.02 	3.94 	7.51 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	0.29 	0.60 	1.04 	0.71 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	0.15 	1.36 	1.73 	4.66 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,IT	: 	: 	: b	: 	: 	: 	: 	: 	2.31 	3.93 	3.57 	4.21 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	9.56 	1.83 	1.89 	9.07 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	0.89 	1.00 	0.56 	0.22 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	0.40 	1.18 	: 	: 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,MT	: 	: 	: b	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,NL	: b	: 	: 	: 	: 	: 	: 	: 	0.57 	0.08 	0.11 	0.31 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.65 	1.78 	1.04 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,PL	: 	: 	: b	: 	: 	: 	: 	: 	1.05 	1.32 	2.00 	2.31 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	0.36 	0.55 	0.88 	0.87 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	1.49 	1.66 	1.34 	2.23 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	2.51 	3.48 	3.92 	: 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	0.27 	0.15 	0.47 	0.44 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,SK	: 	: b	: 	: 	: 	: 	: 	: 	1.77 	2.14 	2.14 	3.99 
A,PER,N1-3,DOM,PACK_ARR,AVG_NGT,EUR,UK	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	30.48 	40.26 	53.89 	63.11 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,BE	: 	: 	: 	: 	: 	: b	: 	: 	12.69 	12.62 	15.21 	15.00 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,BG	: b	: 	: 	: 	: 	: 	: 	: 	7.17 	5.45 	6.22 	9.41 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.76 	1.28 	: 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,CY	: b	: 	: 	: 	: 	: 	: 	: 	9.81 	13.78 	12.77 	18.34 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	0.37 	0.14 	0.93 	1.13 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	10.92 	15.01 	18.31 	26.67 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,DK	: 	: b	: b	: 	: 	: 	: 	: 	22.36 	30.17 	12.79 	17.56 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,EA20	: 	: 	: 	: 	5.80 	5.80 	5.80 	5.80 	5.80 	7.43 	9.58 	12.20 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	11.78 	13.31 	12.11 	14.28 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	2.47 	5.22 	12.73 	11.08 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,ES	: 	: 	: 	: b	: 	: 	: 	: 	1.12 	2.09 	2.50 	2.79 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,EU27_2020	: 	: 	: 	: 	5.71 	5.71 	5.71 	5.71 	5.71 	7.11 	8.51 	10.83 e
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,FI	: b	: 	: 	: 	: 	: 	: 	: 	0.44 	0.38 	1.08 	1.18 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,FR	: b	: 	: 	: 	: 	: 	: 	: 	5.94 	7.62 	10.66 	11.02 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	1.92 	8.09 	7.82 	15.38 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	0.58 	1.21 	2.08 	1.40 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	0.27 	2.50 	2.98 	8.10 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,IT	: 	: 	: b	: 	: 	: 	: 	: 	4.50 	8.02 	7.71 	8.85 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	14.68 	2.64 	2.71 	12.90 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	1.33 	1.64 	0.87 	0.34 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	0.83 	2.35 	: 	: 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,MT	: 	: 	: b	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,NL	: b	: 	: 	: 	: 	: 	: 	: 	1.00 	0.13 	0.20 	0.56 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.37 	3.68 	2.14 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,PL	: 	: 	: b	: 	: 	: 	: 	: 	2.10 	2.68 	4.17 	4.86 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	0.62 	0.97 	1.52 	1.50 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	3.20 	3.59 	2.92 	4.75 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	4.66 	6.51 	7.15 	: 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	0.57 	0.28 	0.90 	0.79 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,SK	: 	: b	: 	: 	: 	: 	: 	: 	3.77 	4.42 	4.38 	8.26 
A,PER,N1-3,DOM,PACK_ARR,AVG_TRP,EUR,UK	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	191645110 	268856179 	511959579 	581306631 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	28165900 	45502237 	50452691 	51065251 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	8667004 	9141751 	12243552 	19106942 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	0 	3456551 	5453157 	: 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	14169060 	21866170 	17228346 	22957195 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	4664349 	1998631 	16172063 	14537004 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	627367150 	1055028490 	1231731742 	2092917839 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	268144901 	263787424 	108195179 	139368221 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	1496320440 	2488144633 	3467675473 	4643956742 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	20387324 	23755978 	26126844 	37210398 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	2874356 	6372252 	20907330 	16369959 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	57160954 	153986602 	213719588 	245319633 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	2000263967 	3090654880 	4040069319 	5344402835 e
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,FI	: 	: 	: 	: 	: 	: 	: 	: 	6489832 	7419751 	19018792 	18229745 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	455602097 	759608620 	1166860704 	1284454989 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	2387999 	12162401 	11301666 	25950418 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	3102771 	7285083 	16640016 	11079554 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	1202288 	8109809 	24712759 	62855955 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	56904069 	95932031 	127493154 	132601828 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	1635790 	306843 	319621 	1969825 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	1423341 	3323233 	2151809 	862402 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	121548 	293863 	: 	: 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	12694480 	2724567 	2758695 	8026192 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	17324911 	47259488 	26900791 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	45272114 	68802516 	119797061 	143599958 
A,PER,N1-3,DOM,PACK_ARR,TOTAL,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	4470117 	8372025 	17218035 	17562084 
